transaction_id,account_id,transaction_date,transaction_type,amount,description,counterparty,location,method
TXN_8C0E4248,CUST_0128_ACC_1,2025-07-18,Wire_Transfer,2424.13,ATM withdrawal,Sanchez Ltd,Branch_Westside_Plaza,Electronic
TXN_D012EE63,CUST_0128_ACC_1,2025-07-26,Wire_Transfer,387.47,Online purchase,Goodman Ltd,,Online
TXN_06B4B70B,CUST_0128_ACC_1,2025-06-04,Wire_Transfer,405.19,Education payment,,Branch_Airport_Terminal,Mobile
TXN_5385BBA1,CUST_0128_ACC_1,2025-07-09,Wire_Transfer,3759.88,Education payment,Atkins-Jones,,Mobile
TXN_A58B0A4D,CUST_0128_ACC_1,2025-04-19,Debit_Purchase,1066.63,Grocery purchase,,,Branch
TXN_BB178F67,CUST_0128_ACC_1,2025-03-21,Wire_Transfer,2487.64,Insurance payment,"Medina, Baldwin and Lawson",,Online
TXN_4DC17EC7,CUST_0128_ACC_1,2025-07-31,Direct_Deposit,3711.99,Education payment,,,ATM
TXN_A70A52CC,CUST_0128_ACC_1,2025-06-11,Wire_Transfer,871.55,Utility bill,,,Online
TXN_30CC58D1,CUST_0128_ACC_1,2025-04-22,ACH_Debit,2021.57,Restaurant,"Brown, Cain and Clayton",,Electronic
TXN_2F177314,CUST_0128_ACC_1,2025-06-13,ATM_Withdrawal,2755.02,Education payment,,,Branch
TXN_8C2FFF37,CUST_0128_ACC_1,2025-02-10,Debit_Purchase,1233.43,Gas station,,,ATM
TXN_5066457E,CUST_0128_ACC_1,2025-04-15,ATM_Withdrawal,2200.06,Online purchase,"Soto, Alexander and Cobb",Branch_University_District,Online
TXN_0521EED4,CUST_0128_ACC_1,2025-02-21,Direct_Deposit,3805.15,Auto loan payment,,,Online
TXN_94211BA4,CUST_0128_ACC_1,2025-07-05,Check_Deposit,4698.59,Education payment,"Molina, Rodriguez and Jackson",Branch_Northgate_Mall,Mobile
TXN_F29A4155,CUST_0128_ACC_1,2025-04-18,ACH_Debit,2954.85,Bill payment,Thomas-Sanchez,,Mobile
TXN_6F819306,CUST_0128_ACC_1,2025-04-30,Debit_Purchase,770.1,ATM withdrawal,,Branch_Eastside_Center,ATM
TXN_E06AA449,CUST_0128_ACC_1,2025-03-22,Wire_Transfer,4111.45,Restaurant,,Branch_Financial_District,Mobile
TXN_BFFF3FF6,CUST_0128_ACC_1,2025-04-03,Wire_Transfer,2838.34,Restaurant,"Jones, Nolan and Vasquez",Branch_Westside_Plaza,Online
TXN_BBFFAB19,CUST_0128_ACC_1,2025-03-19,Debit_Purchase,1514.62,Mortgage payment,,,ATM
TXN_1C6A37C1,CUST_0128_ACC_1,2025-03-21,Direct_Deposit,2907.78,Salary deposit,,,Online
TXN_EDF98ED0,CUST_0129_ACC_1,2025-03-28,ATM_Withdrawal,1513.06,Salary deposit,,Branch_Northgate_Mall,Branch
TXN_88442BE7,CUST_0129_ACC_1,2025-04-24,ACH_Debit,2573.63,Insurance payment,Lyons-Carroll,,Mobile
TXN_AF6F881D,CUST_0129_ACC_1,2025-05-20,ACH_Credit,147.51,Mortgage payment,Hernandez LLC,,Branch
TXN_0ADA662D,CUST_0129_ACC_1,2025-02-07,Check_Deposit,2454.96,Salary deposit,Elliott-Reeves,,Online
TXN_7A5FF738,CUST_0129_ACC_1,2025-03-30,Online_Transfer,3091.11,Mortgage payment,"Moore, Walters and Alvarez",,Mobile
TXN_817B906A,CUST_0129_ACC_1,2025-04-23,ACH_Credit,4272.9,Education payment,,,Online
TXN_FC85D934,CUST_0129_ACC_1,2025-03-28,ACH_Credit,3918.47,Utility bill,,,Branch
TXN_4B77E115,CUST_0129_ACC_1,2025-06-16,Wire_Transfer,2723.1,Gas station,,,Electronic
TXN_E1E4F676,CUST_0129_ACC_1,2025-06-08,Check_Deposit,3986.4,Bill payment,,Branch_Northgate_Mall,ATM
TXN_BFB738EA,CUST_0129_ACC_1,2025-03-01,Wire_Transfer,108.76,Mortgage payment,,,Branch
TXN_CD404D37,CUST_0129_ACC_1,2025-03-27,Direct_Deposit,2226.43,Credit card payment,,,Mobile
TXN_0DC33DF5,CUST_0129_ACC_1,2025-04-13,Direct_Deposit,4123.26,ATM withdrawal,,Branch_Financial_District,Electronic
TXN_FAC017CF,CUST_0129_ACC_1,2025-05-28,Check_Deposit,2337.25,Insurance payment,,,Mobile
TXN_C4197B49,CUST_0129_ACC_1,2025-02-08,ACH_Debit,2242.82,Credit card payment,,Branch_Downtown_Main,ATM
TXN_218F500D,CUST_0129_ACC_1,2025-03-13,ACH_Debit,3428.57,Education payment,,,Online
TXN_1A95BA7D,CUST_0129_ACC_1,2025-03-29,Online_Transfer,3116.72,ATM withdrawal,,,Online
TXN_F42EECD3,CUST_0129_ACC_1,2025-05-19,ACH_Credit,4107.11,Insurance payment,Diaz-Romero,Branch_Suburban_Center,Online
TXN_C12D2472,CUST_0129_ACC_1,2025-07-09,ATM_Withdrawal,2970.96,Rent payment,,,Branch
TXN_7157E021,CUST_0129_ACC_1,2025-05-07,ACH_Debit,1885.76,Online purchase,Montgomery-Jackson,,Mobile
TXN_DFDF8E71,CUST_0129_ACC_1,2025-04-05,Direct_Deposit,3956.84,Credit card payment,,,Electronic
TXN_CE46DB58,CUST_0129_ACC_1,2025-03-03,Check_Deposit,3446.05,ATM withdrawal,,Branch_Northgate_Mall,ATM
TXN_06044059,CUST_0129_ACC_1,2025-07-06,Wire_Transfer,2034.56,Utility bill,,Branch_Financial_District,ATM
TXN_5C483EEB,CUST_0129_ACC_1,2025-03-31,ACH_Credit,1683.31,ATM withdrawal,,,Branch
TXN_628FBCB4,CUST_0129_ACC_1,2025-04-11,Wire_Transfer,3461.65,Restaurant,,,Online
TXN_68285AB5,CUST_0129_ACC_1,2025-07-08,Wire_Transfer,924.13,Restaurant,Wong-Harrell,Branch_Northgate_Mall,Online
TXN_1B71478A,CUST_0129_ACC_1,2025-04-30,Direct_Deposit,4604.18,Insurance payment,,,Online
TXN_C70D1E61,CUST_0129_ACC_1,2025-05-01,ACH_Credit,18.83,Auto loan payment,,,Electronic
TXN_B524C66D,CUST_0129_ACC_1,2025-04-12,ACH_Credit,1711.54,Bill payment,,,Mobile
TXN_D6E525AD,CUST_0129_ACC_1,2025-06-03,Debit_Purchase,3473.53,Grocery purchase,,Branch_University_District,Mobile
TXN_0748E80B,CUST_0129_ACC_1,2025-02-14,ACH_Credit,2139.11,Credit card payment,Parker and Sons,,Online
TXN_7DC06F90,CUST_0129_ACC_1,2025-03-02,ACH_Credit,3302.95,Education payment,,Branch_Suburban_Center,Branch
TXN_A085A046,CUST_0129_ACC_1,2025-05-23,ACH_Debit,2078.88,Auto loan payment,,,Mobile
TXN_A6D11406,CUST_0129_ACC_2,2025-06-14,ACH_Debit,1594.28,Credit card payment,Santos LLC,,Electronic
TXN_7C9ECEC1,CUST_0129_ACC_2,2025-05-03,Debit_Purchase,3056.22,Auto loan payment,"Durham, Escobar and Larsen",,Electronic
TXN_74FFC63D,CUST_0129_ACC_2,2025-07-05,Check_Deposit,4339.61,Bill payment,,,Electronic
TXN_56652429,CUST_0129_ACC_2,2025-06-23,Check_Deposit,3406.18,Restaurant,,,Online
TXN_1A2EE54D,CUST_0129_ACC_2,2025-05-08,ATM_Withdrawal,1472.31,Rent payment,,,Online
TXN_571CF716,CUST_0129_ACC_2,2025-03-16,Direct_Deposit,748.26,Education payment,,,Branch
TXN_7E8DAFC0,CUST_0129_ACC_2,2025-03-11,Wire_Transfer,212.03,Insurance payment,"Johnson, Sims and Crane",,Branch
TXN_867AA453,CUST_0129_ACC_2,2025-05-05,ATM_Withdrawal,812.67,Online purchase,Tran-Nichols,,Mobile
TXN_F39D0103,CUST_0129_ACC_2,2025-06-16,ATM_Withdrawal,3242.51,Credit card payment,,Branch_Northgate_Mall,Mobile
TXN_28C0018E,CUST_0129_ACC_2,2025-07-10,Wire_Transfer,2448.83,Investment transfer,,,Online
TXN_123F7D5B,CUST_0129_ACC_2,2025-07-27,ACH_Debit,3938.05,Restaurant,,,Electronic
TXN_A3A8F937,CUST_0129_ACC_2,2025-02-13,ACH_Debit,2961.05,Investment transfer,"Mills, Sanchez and Robles",,Online
TXN_17AD47B5,CUST_0129_ACC_2,2025-03-07,ACH_Credit,1979.97,Gas station,,,Mobile
TXN_516C0D06,CUST_0129_ACC_2,2025-07-21,Wire_Transfer,3005.73,ATM withdrawal,Perez Ltd,,ATM
TXN_6E5CB4CA,CUST_0129_ACC_2,2025-04-26,Check_Deposit,1641.16,Education payment,,,ATM
TXN_BC7D97D4,CUST_0129_ACC_2,2025-02-10,Online_Transfer,4825.01,Bill payment,,,Branch
TXN_C6CC31FB,CUST_0129_ACC_2,2025-05-23,Wire_Transfer,2592.39,Education payment,,Branch_Financial_District,Mobile
TXN_C11338F3,CUST_0129_ACC_2,2025-05-13,ATM_Withdrawal,4288.5,ATM withdrawal,Paul Ltd,Branch_Financial_District,Branch
TXN_5C71DEC8,CUST_0129_ACC_2,2025-07-02,Debit_Purchase,4514.82,Credit card payment,Escobar and Sons,,Online
TXN_13208645,CUST_0129_ACC_2,2025-05-08,ATM_Withdrawal,4647.39,Grocery purchase,Clark and Sons,,ATM
TXN_D9C77587,CUST_0129_ACC_2,2025-05-19,ATM_Withdrawal,2555.89,Mortgage payment,,,Electronic
TXN_03AF9BA5,CUST_0129_ACC_2,2025-05-18,ACH_Credit,3358.95,Restaurant,,,Mobile
TXN_84359326,CUST_0129_ACC_2,2025-04-27,Wire_Transfer,1241.12,Gas station,,,Mobile
TXN_E009979D,CUST_0129_ACC_2,2025-05-10,Direct_Deposit,2737.77,Salary deposit,,,Branch
TXN_6771CC73,CUST_0129_ACC_2,2025-06-23,Direct_Deposit,2397.43,Gas station,Tyler-Jones,,Online
TXN_8C9A343E,CUST_0129_ACC_2,2025-04-30,Online_Transfer,4066.68,Medical payment,,,ATM
TXN_F4CB4D29,CUST_0129_ACC_2,2025-04-23,Check_Deposit,2040.33,Auto loan payment,Gonzalez-Daniels,,ATM
TXN_52B8F601,CUST_0129_ACC_2,2025-03-13,Wire_Transfer,1408.13,Insurance payment,,Branch_University_District,Branch
TXN_0C0E6756,CUST_0129_ACC_2,2025-05-01,ACH_Credit,731.62,Mortgage payment,,,Branch
TXN_41FE713D,CUST_0129_ACC_2,2025-05-16,ATM_Withdrawal,889.58,Bill payment,"Jordan, Stein and Cortez",,Online
TXN_0212A650,CUST_0129_ACC_2,2025-04-23,Check_Deposit,4222.4,Salary deposit,"Lee, Shaffer and Mendez",Branch_University_District,Mobile
TXN_3D9A0F33,CUST_0129_ACC_2,2025-04-26,Check_Deposit,359.15,Insurance payment,,,ATM
TXN_3AACC59F,CUST_0129_ACC_2,2025-02-03,Direct_Deposit,3958.46,Salary deposit,Guzman-Vasquez,,Electronic
TXN_EF211C60,CUST_0129_ACC_2,2025-03-06,ATM_Withdrawal,4428.82,Bill payment,"Webb, Campbell and Brewer",,Online
TXN_06D21CE6,CUST_0129_ACC_2,2025-03-22,ATM_Withdrawal,2126.17,Credit card payment,,,Electronic
TXN_BE23D9D6,CUST_0129_ACC_2,2025-05-09,ACH_Credit,966.51,Gas station,,Branch_Northgate_Mall,Electronic
TXN_D308E68E,CUST_0129_ACC_2,2025-04-05,Debit_Purchase,1572.13,ATM withdrawal,,,Electronic
TXN_E427A4BF,CUST_0129_ACC_2,2025-06-05,Wire_Transfer,594.41,Medical payment,"Parker, Alexander and Rowland",,Electronic
TXN_BF931475,CUST_0129_ACC_2,2025-07-23,ATM_Withdrawal,3449.4,ATM withdrawal,Smith-Barry,,Online
TXN_2BE27EF3,CUST_0129_ACC_2,2025-05-05,Check_Deposit,4196.47,ATM withdrawal,Martin-Jones,,Electronic
TXN_D727F5C3,CUST_0129_ACC_2,2025-04-21,Debit_Purchase,2936.2,Rent payment,Davis-Atkins,,Online
TXN_21C1299A,CUST_0129_ACC_2,2025-04-05,ATM_Withdrawal,4292.68,Online purchase,"Ryan, White and Maxwell",Branch_Airport_Terminal,Electronic
TXN_5FB7E5A9,CUST_0129_ACC_2,2025-06-20,ACH_Debit,4886.32,Education payment,,,ATM
TXN_7130F9A6,CUST_0131_ACC_1,2025-03-13,Direct_Deposit,1940.31,Auto loan payment,,,Online
TXN_26FD6185,CUST_0131_ACC_1,2025-05-04,ACH_Credit,4648.32,Education payment,,,Mobile
TXN_6E25A472,CUST_0131_ACC_1,2025-04-01,Wire_Transfer,3063.06,Gas station,,Branch_Northgate_Mall,Mobile
TXN_DE2107C4,CUST_0131_ACC_1,2025-05-09,ACH_Debit,284.29,Mortgage payment,,,Electronic
TXN_EF63B41F,CUST_0131_ACC_1,2025-02-21,Wire_Transfer,601.97,Online purchase,,,Online
TXN_0E7F2E81,CUST_0131_ACC_1,2025-03-29,ACH_Debit,2979.03,Medical payment,"Clark, Powers and Morris",Branch_Financial_District,Branch
TXN_A9FF56CD,CUST_0131_ACC_1,2025-03-09,Direct_Deposit,3095.97,Gas station,Floyd-Phelps,,Electronic
TXN_B882E816,CUST_0131_ACC_1,2025-05-23,Debit_Purchase,1309.84,Rent payment,,,Mobile
TXN_6A54EA6F,CUST_0131_ACC_1,2025-03-03,ACH_Credit,2236.99,ATM withdrawal,"Zavala, Valdez and Kramer",Branch_Westside_Plaza,ATM
TXN_D1B6A1E6,CUST_0131_ACC_1,2025-06-23,Wire_Transfer,422.1,Auto loan payment,Perez-Baker,Branch_Suburban_Center,Branch
TXN_A0E31AD4,CUST_0131_ACC_1,2025-07-21,ATM_Withdrawal,3506.19,Restaurant,,,Electronic
TXN_D38C3A36,CUST_0131_ACC_1,2025-07-03,Online_Transfer,2711.21,Rent payment,,,Mobile
TXN_C235B13F,CUST_0131_ACC_1,2025-04-10,Wire_Transfer,1623.11,Grocery purchase,,,Electronic
TXN_6344E013,CUST_0131_ACC_1,2025-03-30,Check_Deposit,2033.47,Investment transfer,,,Online
TXN_E1BC9F84,CUST_0131_ACC_1,2025-06-13,Wire_Transfer,2500.58,Utility bill,,,Electronic
TXN_1B2F1541,CUST_0131_ACC_1,2025-07-02,Wire_Transfer,2554.73,Investment transfer,Cole-Coleman,,Mobile
TXN_6C9999A3,CUST_0131_ACC_1,2025-04-14,ACH_Debit,3594.76,Restaurant,Smith-Case,,ATM
TXN_747AB4CB,CUST_0131_ACC_1,2025-02-12,Direct_Deposit,1445.14,Utility bill,Gomez-Trujillo,,Mobile
TXN_4E8F91E4,CUST_0131_ACC_1,2025-07-28,Check_Deposit,1964.22,Bill payment,,,Electronic
TXN_7811D9F0,CUST_0131_ACC_1,2025-06-21,Online_Transfer,2238.75,Restaurant,,,ATM
TXN_5991D923,CUST_0131_ACC_1,2025-02-06,Debit_Purchase,468.14,Online purchase,,,Electronic
TXN_61B109FF,CUST_0131_ACC_1,2025-06-09,ACH_Credit,1892.59,Credit card payment,,,ATM
TXN_3CBC6E75,CUST_0131_ACC_1,2025-03-12,Check_Deposit,2808.21,Investment transfer,,,ATM
TXN_EE7988DA,CUST_0131_ACC_1,2025-06-12,Wire_Transfer,4203.57,Utility bill,,,Electronic
TXN_C23DA21F,CUST_0131_ACC_1,2025-03-28,ATM_Withdrawal,889.93,Mortgage payment,,,Branch
TXN_F632CD5F,CUST_0131_ACC_1,2025-04-11,Direct_Deposit,1020.13,Online purchase,Simmons-Reyes,,Mobile
TXN_33A00ACC,CUST_0131_ACC_1,2025-05-14,Online_Transfer,4313.73,Investment transfer,,Branch_Northgate_Mall,Online
TXN_B7126E7A,CUST_0131_ACC_1,2025-06-16,ATM_Withdrawal,2352.15,Mortgage payment,,,Mobile
TXN_09CE7417,CUST_0131_ACC_1,2025-06-26,Debit_Purchase,1162.84,Grocery purchase,,,Branch
TXN_C580FCDA,CUST_0131_ACC_1,2025-05-25,ACH_Debit,1329.33,Investment transfer,,,Online
TXN_CCA09617,CUST_0131_ACC_1,2025-04-23,ACH_Credit,1352.52,Restaurant,,Branch_Airport_Terminal,Mobile
TXN_C8128237,CUST_0132_ACC_1,2025-03-24,ATM_Withdrawal,1264.44,Gas station,,,ATM
TXN_C59E45F1,CUST_0132_ACC_1,2025-02-16,ATM_Withdrawal,2502.48,Gas station,,,Electronic
TXN_A2A2DEFC,CUST_0132_ACC_1,2025-03-03,Debit_Purchase,3539.44,Insurance payment,,,Online
TXN_055B3B26,CUST_0132_ACC_1,2025-06-13,ACH_Debit,4774.24,Credit card payment,,,Branch
TXN_16EFA2AC,CUST_0132_ACC_1,2025-07-22,ACH_Debit,1678.39,Credit card payment,"Harrison, Maddox and Williams",,Online
TXN_3960CC29,CUST_0132_ACC_1,2025-06-01,Online_Transfer,3092.51,Mortgage payment,"Moyer, Mccarthy and Wright",Branch_Suburban_Center,Mobile
TXN_323C899E,CUST_0132_ACC_1,2025-07-30,ACH_Credit,3828.85,Bill payment,,,Electronic
TXN_1D2BF0E5,CUST_0132_ACC_1,2025-05-19,Direct_Deposit,901.51,Education payment,,,Branch
TXN_E90FF87B,CUST_0132_ACC_1,2025-02-13,Check_Deposit,183.0,Mortgage payment,,Branch_Suburban_Center,ATM
TXN_11DC227D,CUST_0132_ACC_1,2025-02-13,ATM_Withdrawal,1660.84,Grocery purchase,Hill-Wood,,Mobile
TXN_FA8B90CF,CUST_0132_ACC_1,2025-07-19,Debit_Purchase,4821.69,Restaurant,,,ATM
TXN_ED40B821,CUST_0132_ACC_1,2025-02-22,Direct_Deposit,2267.15,Auto loan payment,,Branch_Airport_Terminal,Mobile
TXN_1402DD13,CUST_0132_ACC_1,2025-02-27,Wire_Transfer,3060.15,Bill payment,"Jones, Rowland and Oconnor",Branch_Airport_Terminal,ATM
TXN_A6B0A420,CUST_0132_ACC_1,2025-07-01,Check_Deposit,2764.46,Utility bill,Lawrence PLC,,Branch
TXN_3B12CF48,CUST_0132_ACC_1,2025-03-10,ATM_Withdrawal,1634.67,Online purchase,,,Electronic
TXN_82F6B9EF,CUST_0132_ACC_1,2025-02-18,ACH_Credit,89.82,Mortgage payment,,Branch_Eastside_Center,ATM
TXN_29C12391,CUST_0132_ACC_1,2025-03-19,ATM_Withdrawal,1909.64,Grocery purchase,"Payne, Guerrero and Hawkins",Branch_Suburban_Center,Electronic
TXN_39FF804D,CUST_0132_ACC_1,2025-06-30,ATM_Withdrawal,70.73,Credit card payment,,,Online
TXN_CFAE80F0,CUST_0132_ACC_1,2025-06-07,Wire_Transfer,4382.49,Investment transfer,,,Branch
TXN_9442DD87,CUST_0132_ACC_1,2025-02-28,Online_Transfer,2606.55,ATM withdrawal,,Branch_Eastside_Center,Electronic
TXN_37AB43EF,CUST_0132_ACC_1,2025-06-21,ATM_Withdrawal,858.29,Salary deposit,,,Mobile
TXN_2B0D1156,CUST_0132_ACC_1,2025-07-09,ACH_Credit,1368.82,Mortgage payment,"Dawson, Edwards and Castaneda",Branch_Northgate_Mall,ATM
TXN_A4029B15,CUST_0132_ACC_1,2025-07-15,Online_Transfer,552.13,Education payment,Burgess-Lewis,,Mobile
TXN_F0E6E56D,CUST_0132_ACC_1,2025-04-01,Wire_Transfer,1420.51,Credit card payment,,,Online
TXN_81A67C21,CUST_0132_ACC_1,2025-03-15,ATM_Withdrawal,3046.73,Online purchase,Cook-Byrd,Branch_Northgate_Mall,Electronic
TXN_50810180,CUST_0132_ACC_1,2025-06-09,Direct_Deposit,3588.73,ATM withdrawal,,,Mobile
TXN_1E63977E,CUST_0132_ACC_1,2025-03-20,Wire_Transfer,2991.59,Grocery purchase,"Cantu, Taylor and May",Branch_Eastside_Center,Online
TXN_AC8B1AF0,CUST_0132_ACC_1,2025-04-20,ACH_Debit,4592.96,Education payment,,Branch_Airport_Terminal,Online
TXN_52A36CA0,CUST_0132_ACC_1,2025-06-28,ACH_Debit,279.35,Restaurant,,Branch_Eastside_Center,Branch
TXN_D47EE441,CUST_0132_ACC_1,2025-06-26,ACH_Credit,1251.98,Medical payment,"Brown, Mayo and Brooks",,Mobile
TXN_484B047D,CUST_0132_ACC_1,2025-05-15,Direct_Deposit,376.35,Rent payment,,,Electronic
TXN_C4CF9606,CUST_0132_ACC_1,2025-08-01,Debit_Purchase,1020.69,Restaurant,"Marks, Murphy and Ryan",,Online
TXN_65F35250,CUST_0132_ACC_1,2025-03-25,Online_Transfer,698.75,Rent payment,,,Branch
TXN_11882B9F,CUST_0132_ACC_1,2025-04-04,ACH_Debit,974.79,Mortgage payment,Navarro PLC,Branch_Financial_District,ATM
TXN_3535EB4C,CUST_0132_ACC_1,2025-02-19,Online_Transfer,375.39,Investment transfer,,Branch_Westside_Plaza,Online
TXN_8B63BCE9,CUST_0132_ACC_1,2025-05-14,Check_Deposit,2059.56,Auto loan payment,,,Branch
TXN_13CAC7D7,CUST_0132_ACC_1,2025-02-23,Wire_Transfer,2063.84,Investment transfer,,,Mobile
TXN_F063B856,CUST_0132_ACC_1,2025-03-03,Wire_Transfer,4955.82,Credit card payment,,Branch_University_District,Mobile
TXN_C60418BF,CUST_0132_ACC_1,2025-05-06,Online_Transfer,356.21,Mortgage payment,Berry Group,,Electronic
TXN_31DBB769,CUST_0132_ACC_1,2025-05-23,Wire_Transfer,256.75,Credit card payment,,,Online
TXN_53CC68C0,CUST_0132_ACC_1,2025-07-31,Wire_Transfer,760.7,Auto loan payment,Wang Group,,Electronic
TXN_EFDDF7BE,CUST_0132_ACC_1,2025-06-30,Direct_Deposit,3002.3,Grocery purchase,Hayes-Gilmore,,Online
TXN_7227FA68,CUST_0132_ACC_1,2025-06-16,ACH_Debit,3297.08,Bill payment,,Branch_Northgate_Mall,ATM
TXN_16C352D9,CUST_0132_ACC_1,2025-05-31,ACH_Debit,4470.19,Gas station,White PLC,Branch_Northgate_Mall,ATM
TXN_59B5D165,CUST_0132_ACC_1,2025-04-05,ACH_Credit,4751.35,Rent payment,,,Branch
TXN_865241E1,CUST_0132_ACC_1,2025-05-08,Wire_Transfer,252.0,Rent payment,"Stevenson, Fry and Preston",,Branch
TXN_9284CF9F,CUST_0132_ACC_1,2025-04-16,Check_Deposit,721.22,Restaurant,,,Branch
TXN_746FB4E6,CUST_0133_ACC_1,2025-03-27,Direct_Deposit,4040.03,ATM withdrawal,"Clayton, Smith and Perez",,ATM
TXN_48F18DFD,CUST_0133_ACC_1,2025-04-20,ACH_Debit,3460.14,Auto loan payment,Foley-Silva,,Branch
TXN_9C032B9A,CUST_0133_ACC_1,2025-06-21,Online_Transfer,231.11,Medical payment,"Ellis, Ortega and Carrillo",,Branch
TXN_82C0ED03,CUST_0133_ACC_1,2025-05-17,Direct_Deposit,4103.64,Salary deposit,Barry-Espinoza,,Branch
TXN_4ED02B8E,CUST_0133_ACC_1,2025-05-17,Online_Transfer,896.53,Online purchase,Mejia and Sons,Branch_Financial_District,ATM
TXN_5091ED65,CUST_0133_ACC_1,2025-03-30,Debit_Purchase,4728.83,Gas station,,,Branch
TXN_C785D82A,CUST_0133_ACC_1,2025-02-21,ACH_Credit,682.99,Restaurant,,Branch_Suburban_Center,Mobile
TXN_834AC2F3,CUST_0133_ACC_1,2025-05-10,Wire_Transfer,514.62,Restaurant,Chan PLC,,Branch
TXN_418EC439,CUST_0133_ACC_1,2025-04-06,ATM_Withdrawal,291.04,Salary deposit,,,ATM
TXN_598C387A,CUST_0133_ACC_1,2025-02-15,Wire_Transfer,3693.87,Online purchase,,,Branch
TXN_C36E0A59,CUST_0133_ACC_1,2025-07-09,ATM_Withdrawal,4657.39,Gas station,Barrett and Sons,Branch_University_District,Mobile
TXN_7743B245,CUST_0133_ACC_1,2025-03-29,Check_Deposit,946.71,Investment transfer,,,Branch
TXN_0A292535,CUST_0133_ACC_1,2025-04-20,ATM_Withdrawal,725.9,Auto loan payment,Hall-Gillespie,,Branch
TXN_B49F8B02,CUST_0133_ACC_1,2025-06-22,Direct_Deposit,186.54,Investment transfer,Taylor Group,Branch_Westside_Plaza,Online
TXN_3B3B4580,CUST_0133_ACC_1,2025-02-25,Online_Transfer,4676.68,Utility bill,,,ATM
TXN_F42B74BC,CUST_0133_ACC_1,2025-07-23,Wire_Transfer,1337.02,Insurance payment,,,ATM
TXN_01BE1846,CUST_0133_ACC_1,2025-02-07,Debit_Purchase,1231.02,Gas station,"Dickerson, Clark and Williams",,Mobile
TXN_658746E2,CUST_0133_ACC_1,2025-04-22,Check_Deposit,4579.24,Mortgage payment,Harris Group,,ATM
TXN_CF8857C9,CUST_0133_ACC_1,2025-05-20,ACH_Credit,3910.54,Online purchase,,Branch_Downtown_Main,Mobile
TXN_EC0291D5,CUST_0133_ACC_1,2025-02-25,Check_Deposit,3002.69,Medical payment,,,Electronic
TXN_858B1209,CUST_0133_ACC_1,2025-07-27,ACH_Debit,4765.02,Online purchase,,,Branch
TXN_A419F74B,CUST_0133_ACC_1,2025-05-05,ATM_Withdrawal,2717.03,Online purchase,,,Mobile
TXN_B706173F,CUST_0133_ACC_1,2025-05-18,Wire_Transfer,1078.2,Auto loan payment,,,Online
TXN_DD6CEBBB,CUST_0133_ACC_1,2025-05-06,Wire_Transfer,381.33,Investment transfer,,,Branch
TXN_6EE9014C,CUST_0133_ACC_1,2025-03-04,Online_Transfer,606.35,Salary deposit,,,Mobile
TXN_6C2D9590,CUST_0133_ACC_1,2025-03-12,ACH_Credit,1122.28,Mortgage payment,,,Online
TXN_1216B4E8,CUST_0133_ACC_1,2025-07-22,ACH_Debit,1940.83,Restaurant,"Jacobs, Brady and Stewart",,ATM
TXN_D0F56962,CUST_0133_ACC_1,2025-03-09,Check_Deposit,1425.69,Investment transfer,,,Branch
TXN_374F8A7B,CUST_0133_ACC_1,2025-07-30,Wire_Transfer,4853.46,Mortgage payment,"Ward, Scott and Rodriguez",Branch_University_District,Online
TXN_B7B8A0DE,CUST_0133_ACC_1,2025-04-26,Online_Transfer,1615.94,Investment transfer,,Branch_University_District,Mobile
TXN_994A2F4A,CUST_0133_ACC_1,2025-02-04,Online_Transfer,734.77,Auto loan payment,,,ATM
TXN_3AC572A6,CUST_0133_ACC_1,2025-06-27,Wire_Transfer,3686.21,Online purchase,,,Mobile
TXN_A8EEB3CB,CUST_0133_ACC_1,2025-04-16,Direct_Deposit,599.14,Restaurant,Gomez LLC,,Branch
TXN_43E546B4,CUST_0134_ACC_1,2025-07-03,Direct_Deposit,768.08,Utility bill,,,Branch
TXN_C3DE121C,CUST_0134_ACC_1,2025-04-22,Debit_Purchase,1571.65,Utility bill,"Turner, Key and Miller",,Online
TXN_253A03EA,CUST_0134_ACC_1,2025-05-29,Direct_Deposit,3280.75,Medical payment,,,Mobile
TXN_F8876465,CUST_0134_ACC_1,2025-04-14,ACH_Debit,3274.98,Insurance payment,,,Branch
TXN_CAD1AA88,CUST_0134_ACC_1,2025-04-28,ACH_Debit,2059.12,Insurance payment,Blair-Merritt,,ATM
TXN_8FF6E8EB,CUST_0134_ACC_1,2025-02-11,Check_Deposit,1466.44,ATM withdrawal,,,Online
TXN_BCF3FA33,CUST_0134_ACC_1,2025-07-05,Online_Transfer,4278.46,Investment transfer,,,ATM
TXN_F2434C34,CUST_0134_ACC_1,2025-03-06,Check_Deposit,2799.4,Investment transfer,,,ATM
TXN_22B0A053,CUST_0134_ACC_1,2025-02-04,Debit_Purchase,2042.77,Rent payment,,,Mobile
TXN_CBA4997B,CUST_0134_ACC_1,2025-05-07,Online_Transfer,2959.13,Salary deposit,Neal Inc,,Online
TXN_1F70F966,CUST_0134_ACC_1,2025-02-14,Wire_Transfer,1091.28,Mortgage payment,Cline Ltd,Branch_Southpark_Ave,Branch
TXN_B0EE3EFA,CUST_0134_ACC_1,2025-03-27,Check_Deposit,18.59,Education payment,,,Electronic
TXN_8F7736F2,CUST_0134_ACC_1,2025-05-25,ACH_Credit,3179.03,ATM withdrawal,Barnes and Sons,,Branch
